"peak","T3h-Neu-Rep1","T3h-Neu-Rep2","T3h-Neu-Rep3","T6h-Neu-Rep1","T6h-Neu-Rep2","T6h-Neu-Rep3","T12h-Neu-Rep1","T12h-Neu-Rep2","T12h-Neu-Rep3"
"chr1_161117715_161118310",0,31,38,19,43,0,13,3,55
"chr1_161159048_161159697",4,31,57,22,48,2,14,3,58
"chr1_161165999_161166666",9,71,85,34,81,3,17,3,106
"chr1_161201986_161202545",1,43,51,21,37,0,8,4,44
"chr1_161225525_161226228",1,64,112,47,103,0,20,2,139
"chr1_161389688_161390467",3,32,49,37,44,0,11,3,86
"chr1_161399119_161399878",5,29,41,27,39,0,11,6,77
"chr1_161738596_161739326",0,24,44,13,24,3,11,3,33
"chr1_161749510_161750115",0,41,57,25,36,0,6,3,77
"chr1_162561104_162561767",0,41,84,42,92,0,17,3,94
"chr1_162790299_162790951",3,32,72,46,63,1,20,1,108
"chr1_163321538_163322285",2,62,150,100,136,2,32,10,161
"chr1_164558523_164559232",1,23,51,23,45,1,10,6,57
"chr1_165392862_165393456",1,36,53,35,76,1,16,2,92
"chr1_165630657_165631496",4,56,115,73,141,3,15,7,147
"chr1_165698043_165698817",0,27,60,25,60,0,14,6,86
"chr1_165768420_165769243",1,49,104,38,71,2,16,1,107
"chr1_165827348_165828061",6,33,77,24,37,1,9,5,69
"chr1_166875988_166876654",2,59,148,68,182,1,21,12,142
"chr1_166902163_166902722",4,28,53,19,38,1,16,4,48
"chr1_167043938_167044524",1,14,26,16,29,0,10,1,35
"chr1_167219835_167220920",1,64,135,72,134,1,23,4,141
"chr1_167553263_167554157",1,33,90,29,63,1,16,2,92
"chr1_167721670_167722170",0,38,61,29,61,2,8,8,83
"chr1_167935840_167936784",1,89,151,70,133,0,19,7,189
"chr1_168178611_168179156",4,47,101,43,78,0,20,4,106
"chr1_168503936_168504516",3,32,90,38,88,1,21,2,94
"chr1_169367621_169368191",3,41,89,40,90,0,11,2,94
"chr1_169485497_169486343",2,76,166,103,201,0,43,8,224
"chr1_169604753_169605356",3,55,128,61,131,0,18,10,113
"chr1_169794442_169795248",3,49,107,44,84,1,15,4,93
"chr1_169893507_169894541",3,83,175,132,207,2,34,5,237
"chr1_170074423_170075067",0,63,200,170,304,0,60,15,321
"chr1_170531587_170532486",6,31,79,71,131,3,20,10,100
"chr1_171313776_171314377",0,46,114,65,117,1,22,5,144
"chr1_171485081_171485736",1,46,89,74,123,1,22,8,136
"chr1_171741871_171742590",3,26,97,36,91,0,17,8,92
"chr1_171781034_171781792",0,119,258,165,281,3,59,13,342
"chr1_172532292_172533335",2,143,234,146,292,2,62,16,370
"chr1_173476636_173477648",3,52,103,53,93,6,26,8,152
"chr1_173714624_173715531",2,50,90,26,59,1,20,3,71
"chr1_173824112_173824957",1,62,105,44,93,0,20,8,110
"chr1_173867591_173868697",2,79,160,75,153,0,31,14,207
"chr1_174021882_174022622",1,54,77,30,58,0,15,5,73
"chr1_174159007_174159586",2,35,81,26,52,1,16,4,103
"chr1_174999147_175000356",6,103,214,151,250,2,52,13,340
"chr1_175023243_175023747",4,32,72,27,47,2,11,2,67
"chr1_176207084_176207894",2,51,122,66,111,3,22,14,157
"chr1_178093326_178094448",1,50,67,27,68,2,15,5,92
"chr1_179293467_179294047",2,34,47,20,50,2,13,3,77
"chr1_179882258_179883016",3,77,151,60,150,2,34,11,199
"chr1_179954121_179954919",1,71,112,47,109,0,22,11,147
"chr1_180154348_180155098",7,34,60,28,63,3,11,5,93
"chr1_180502110_180503153",5,45,130,47,77,1,19,7,128
"chr1_180631618_180632484",0,45,71,37,101,1,14,7,120
"chr1_181022594_181023145",4,26,57,32,68,1,10,4,82
"chr1_181088305_181089023",5,51,104,47,98,2,18,11,106
"chr1_182029377_182030014",5,37,73,42,67,5,15,6,100
"chr1_182259075_182259852",3,87,131,59,116,1,24,3,116
"chr1_182391294_182392126",2,45,91,43,109,1,18,6,136
"chr1_182484335_182485035",1,59,97,26,60,2,13,8,91
"chr1_182789225_182790032",3,44,69,16,39,3,12,4,60
"chr1_183471508_183472576",2,51,145,59,84,1,17,6,110
"chr1_183580088_183580781",1,33,65,25,60,1,16,2,71
"chr1_183604033_183605158",26,58,100,31,58,13,11,4,97
"chr1_183635516_183636130",2,44,97,43,90,1,23,8,135
"chr1_183942779_183943336",1,33,71,23,47,0,11,1,56
"chr1_183956621_183957158",3,33,48,32,45,3,14,3,58
"chr1_184754674_184755287",0,90,207,135,316,0,60,11,305
"chr1_185156755_185157422",2,100,215,126,268,0,59,13,264
"chr1_185316951_185317803",0,66,121,81,123,0,31,16,150
"chr1_185632554_185633370",3,25,69,31,58,0,17,7,55
"chr1_186082131_186082668",2,9,38,42,61,0,10,2,58
"chr1_186146874_186147404",1,22,59,41,71,2,18,5,78
"chr1_186375035_186375716",1,114,267,217,392,1,70,23,384
"chr1_186618354_186618962",1,10,42,31,46,1,19,8,74
"chr1_187621886_187622447",2,16,80,63,86,0,11,5,78
"chr1_187715330_187715863",5,32,80,62,103,0,20,3,105
"chr1_188249695_188250223",1,5,17,18,23,0,10,0,36
"chr1_188782166_188782670",2,11,32,39,56,1,17,1,48
"chr1_192516723_192517299",0,23,63,33,57,1,19,5,89
"chr1_192575455_192575965",0,13,42,17,38,0,10,0,43
"chr1_192609041_192609546",2,19,45,37,62,0,12,1,56
"chr1_192805783_192806282",2,22,65,31,41,0,9,1,58
"chr1_192808493_192809258",3,39,72,50,75,1,15,8,110
"chr1_192877419_192877954",4,23,46,33,54,4,12,1,63
"chr1_193059129_193059970",0,80,171,130,243,0,57,19,242
"chr1_193121596_193122544",0,102,239,155,304,0,60,19,338
"chr1_195709748_195710296",3,12,25,29,49,1,8,4,62
"chr1_197017451_197018011",0,16,23,24,27,0,9,4,46
"chr1_197146424_197147005",0,42,106,96,146,1,41,13,148
"chr1_197201142_197201775",1,71,148,106,198,3,26,6,178
"chr1_197902418_197903107",2,38,96,50,110,1,21,5,150
"chr1_198156552_198157220",2,28,51,20,39,2,10,8,57
"chr1_198681716_198682332",0,15,37,26,35,0,15,2,49
"chr1_198776597_198777185",3,30,50,31,39,2,11,4,83
"chr1_198937265_198937796",0,30,58,24,61,0,19,4,69
"chr1_200409608_200410389",2,35,53,20,49,0,8,7,67
"chr1_200669374_200670122",2,48,103,47,157,0,25,8,159
"chr1_200887973_200888756",5,51,72,32,65,4,11,3,88
"chr1_201114090_201114770",7,44,66,11,34,2,11,1,76
"chr1_201828817_201829640",2,36,63,41,60,1,12,2,85
"chr1_201955134_201955795",0,61,81,35,76,0,10,3,85
"chr1_201982433_201983487",14,48,74,22,58,3,8,1,60
"chr1_202341679_202342305",1,55,89,36,89,0,12,2,113
"chr1_202348274_202348899",2,45,88,46,110,1,18,7,120
"chr1_202888565_202889403",1,48,106,72,99,1,24,8,163
"chr1_202926805_202927634",15,44,56,22,58,6,12,5,65
"chr1_203006984_203008017",16,52,68,16,56,4,13,4,77
"chr1_203626376_203627344",4,61,87,35,65,0,9,7,85
"chr1_203795238_203795788",0,27,44,10,38,0,6,1,43
"chr1_203861222_203861741",0,44,71,42,61,0,7,10,67
"chr1_204286709_204287220",3,28,31,15,28,0,10,3,42
"chr1_204411350_204412243",7,63,117,53,155,3,16,7,174
"chr1_204516071_204516582",0,33,88,33,57,0,12,1,75
"chr1_205121757_205122593",7,47,84,31,65,1,11,3,91
"chr1_205210525_205211979",20,54,93,30,83,7,15,3,108
"chr1_205749090_205749956",0,32,58,34,77,0,13,1,100
"chr1_205750024_205750625",0,44,67,30,65,0,14,1,85
"chr1_206012015_206012570",0,49,69,32,62,0,11,4,71
"chr1_206612160_206612811",2,31,67,27,49,2,14,6,76
"chr1_207321106_207321837",0,64,105,66,117,0,20,1,156
"chr1_207751710_207752300",1,37,65,22,56,1,16,3,98
"chr1_209747604_209748140",4,51,83,27,59,2,11,0,83
"chr1_209755668_209756385",0,46,69,18,48,3,13,3,71
"chr1_209784336_209784943",3,36,87,57,76,2,18,4,106
"chr1_209827635_209828308",2,52,108,48,75,1,17,3,84
"chr1_211258619_211259524",6,54,92,58,104,3,19,3,140
"chr1_211382509_211383120",0,24,52,27,47,0,8,5,59
"chr1_211578919_211579564",0,45,95,64,104,0,21,4,114
"chr1_212034932_212035982",0,93,159,101,176,0,31,15,200
"chr1_212284856_212285520",3,92,167,108,235,5,39,13,278
"chr1_212414649_212415281",5,47,89,46,103,4,11,5,124
"chr1_212608317_212609070",3,58,109,54,105,2,21,6,124
"chr1_212629968_212630628",0,31,58,17,42,2,6,3,65
"chr1_212636542_212637136",5,53,92,29,83,3,18,4,103
"chr1_212671179_212671951",2,41,98,25,55,2,10,6,92
"chr1_212791311_212792150",5,45,89,38,77,2,15,9,119
"chr1_212857928_212858489",5,40,81,43,92,4,17,4,91
"chr1_213015029_213016058",0,55,118,44,72,0,22,8,96
"chr1_213050966_213051576",0,42,64,18,50,1,17,0,72
"chr1_214362333_214362952",4,22,47,24,37,0,13,3,54
"chr1_214427691_214428295",1,37,69,42,53,0,15,10,85
"chr1_214602809_214603405",2,84,161,129,254,0,33,12,234
"chr1_214957227_214957836",1,23,43,44,49,0,11,2,71
"chr1_215543123_215543645",3,20,45,53,66,1,17,2,96
"chr1_215567033_215568076",5,51,98,69,91,3,26,5,146
"chr1_215704344_215704940",4,9,42,33,80,2,18,2,60
"chr1_216221037_216221612",0,13,34,40,52,3,9,3,56
"chr1_216600649_216601556",2,12,29,20,32,1,14,6,53
"chr1_217630751_217631371",2,32,90,52,84,0,28,9,89
"chr1_218284856_218285505",2,33,67,45,69,0,10,3,80
"chr1_219088791_219089391",1,35,96,44,62,0,27,5,118
"chr1_219173620_219174239",2,22,72,22,50,1,15,8,79
"chr1_219460787_219461312",4,25,34,18,51,2,16,4,40
"chr1_220046189_220046932",0,72,141,76,129,0,32,7,158
"chr1_220272176_220272776",0,32,63,34,67,0,13,5,75
"chr1_220878946_220879583",5,27,60,24,51,2,11,4,75
"chr1_221707977_221708585",2,45,84,32,65,3,12,7,94
"chr1_221741887_221742518",0,69,128,72,126,1,29,6,164
"chr1_222617555_222618093",4,24,26,20,34,3,8,7,63
"chr1_222712333_222712937",0,35,62,33,53,0,9,6,63
"chr1_222712985_222713542",0,25,56,30,57,4,13,2,56
"chr1_223825757_223826412",3,31,51,18,25,0,9,2,48
"chr1_223845818_223846423",0,36,53,36,73,1,12,2,97
"chr1_223992436_223992969",2,32,47,25,78,0,13,2,93
"chr1_224182783_224183694",0,37,72,34,63,0,13,2,95
"chr1_224503249_224504033",1,77,118,58,123,2,27,5,226
"chr1_225250385_225250977",0,31,52,35,46,0,15,2,66
"chr1_225427651_225428461",1,35,70,30,89,1,11,4,104
"chr1_225444795_225445380",1,40,54,23,41,0,13,5,85
"chr1_225777401_225778022",0,64,98,33,107,1,13,6,138
"chr1_225924007_225924669",3,44,56,27,61,5,12,3,90
"chr1_225998879_225999802",7,51,99,40,96,0,21,5,135
"chr1_226061828_226063119",9,79,105,58,131,10,15,8,174
"chr1_226407585_226408327",4,50,68,44,61,5,15,1,102
"chr1_226643137_226643663",0,41,67,33,59,0,13,5,90
"chr1_226679803_226680323",0,19,20,11,24,0,11,3,41
"chr1_226939431_226940359",8,105,183,104,203,3,42,14,257
"chr1_227563245_227564023",1,27,62,36,48,0,10,0,61
"chr1_227734961_227735684",3,29,70,38,74,4,19,5,113
"chr1_228082426_228083026",5,31,58,42,80,1,15,6,112
"chr1_228102996_228103639",5,36,59,28,59,2,11,2,78
"chr1_228109039_228109627",10,48,83,43,76,5,10,4,91
"chr1_228139757_228140364",7,108,168,106,205,2,37,9,222
"chr1_228165239_228166376",0,121,163,154,257,1,36,15,276
"chr1_228457552_228458162",4,36,54,35,48,1,10,3,81
"chr1_229341784_229343329",6,46,87,26,82,5,22,4,113
"chr1_229508018_229508701",3,36,73,38,77,3,16,6,92
"chr1_229558663_229559329",3,61,99,51,104,1,21,10,141
"chr1_230066762_230067290",1,21,49,26,66,2,6,0,54
"chr1_230642107_230642948",5,55,92,45,81,0,22,5,155
"chr1_230978636_230979311",4,66,104,89,127,4,25,7,173
"chr1_231337450_231338299",6,52,100,75,127,4,31,9,168
"chr1_232629980_232630857",1,30,59,29,56,2,12,3,65
"chr1_233112861_233113441",4,37,92,39,76,1,17,4,92
"chr1_234373087_234373782",4,44,71,38,78,1,15,7,117
"chr1_234478677_234479390",1,32,49,18,39,2,12,5,69
"chr1_234599613_234600589",1,37,63,47,65,0,19,10,112
"chr1_234610634_234611291",7,39,62,34,70,1,9,4,73
"chr1_234723847_234724650",2,54,96,34,67,0,15,3,75
"chr1_234980463_234981115",0,44,77,37,68,0,12,2,77
"chr1_235011673_235012409",6,32,63,16,35,2,12,5,72
"chr1_235083632_235084171",0,25,34,11,34,0,14,2,31
"chr1_235128556_235129225",4,40,84,44,95,1,13,6,124
"chr1_235328066_235328866",3,101,156,122,217,0,35,10,221
"chr1_235367048_235367611",1,32,63,40,69,0,9,2,89
"chr1_235504261_235504972",1,88,139,118,233,1,43,6,268
"chr1_235866433_235867568",1,53,116,76,148,3,27,5,179
"chr1_235954486_235955221",0,56,115,53,106,1,24,6,123
"chr1_235971555_235972099",3,58,72,36,97,1,19,5,100
"chr1_236066663_236067191",3,20,45,18,32,2,6,5,27
"chr1_236156454_236157063",8,42,61,40,61,4,13,4,67
"chr1_236281375_236282439",2,59,110,77,141,2,38,7,171
"chr1_236524279_236524877",2,20,23,13,24,0,12,2,23
"chr1_236604303_236604878",0,46,79,38,70,0,18,7,69
"chr1_236677729_236678291",0,23,62,33,63,0,18,4,54
"chr1_236794880_236795463",8,104,234,139,226,1,45,17,275
"chr1_237799813_237800318",0,4,16,20,32,3,4,2,44
"chr1_239363869_239364393",3,10,15,23,32,2,14,4,37
"chr1_239719561_239720328",0,25,55,35,74,0,15,2,86
"chr1_239909768_239910356",2,22,65,29,49,0,12,2,53
"chr1_240576077_240576639",2,14,37,28,45,1,10,0,54
"chr1_241519410_241520128",1,72,151,144,238,1,57,17,228
"chr1_241551507_241552485",6,35,71,24,56,4,13,4,65
"chr1_241640073_241640782",3,32,68,31,78,1,8,6,71
"chr1_241847685_241848434",1,56,168,99,193,0,42,15,169
"chr1_242139337_242139933",1,29,65,27,55,0,8,3,54
"chr1_243254886_243255482",0,20,59,28,52,0,12,3,75
"chr1_243255622_243256266",0,41,86,58,98,0,21,5,95
"chr1_244047842_244048764",4,78,133,96,186,3,40,10,229
"chr1_244319488_244320094",1,44,61,25,45,1,12,4,72
"chr1_244451753_244452490",1,91,124,79,202,1,33,8,212
"chr1_244652520_244653376",1,115,216,139,313,2,64,14,371
"chr1_244834714_244835670",1,73,124,80,106,2,27,4,174
"chr1_244862961_244863528",3,39,61,51,57,2,8,1,101
"chr1_244864136_244864800",4,34,71,44,81,1,14,4,117
"chr1_244970574_244971241",0,67,105,54,101,0,19,4,142
"chr1_245056904_245057403",2,38,42,24,27,0,7,2,45
"chr1_246506918_246507521",1,25,35,16,44,0,10,2,54
"chr1_246566007_246566670",5,74,181,92,192,0,38,8,278
"chr1_246724157_246724861",1,38,57,16,47,1,11,4,62
"chr1_246782251_246782867",1,40,83,29,55,0,21,3,96
"chr1_246931665_246932498",3,72,163,105,204,2,30,11,227
"chr1_247078469_247079123",1,35,86,58,76,0,18,6,102
"chr1_247103756_247104655",1,38,90,35,81,1,20,9,121
"chr1_247171778_247172301",0,25,31,24,46,0,12,3,39
"chr1_247210339_247211161",5,50,100,52,119,2,27,9,133
"chr1_247390006_247390667",3,65,112,87,137,0,20,11,134
"chr1_247494739_247495270",7,23,34,19,21,7,9,3,49
"chr1_247936804_247937540",2,29,70,59,81,0,13,9,104
"chr1_248739177_248740312",3,47,80,31,57,1,20,2,110
"chr1_248804701_248805491",3,59,115,63,129,0,38,7,161
"chr1_248816952_248817520",3,33,87,49,91,1,27,5,99
"chr1_248825729_248826549",0,63,130,95,144,0,32,4,141
"chr1_248837858_248839250",1,111,237,140,318,0,73,20,326
"chr1_248858746_248859437",2,47,90,64,120,0,40,8,154
"chr1_248873295_248874466",3,59,138,81,164,0,35,7,171
"chr1_248905916_248906793",0,75,138,129,208,0,47,10,225
"chr2_264561_265221",15,37,77,52,75,14,13,4,101
"chr2_676533_677681",48,133,265,181,352,43,62,19,376
"chr2_2613308_2613841",0,27,66,33,64,1,12,5,70
"chr2_3180252_3181384",6,124,190,30,67,11,17,4,166
"chr2_3195681_3196293",4,19,28,10,35,3,11,0,46
"chr2_3377592_3378225",0,62,127,70,128,0,24,8,179
"chr2_3379476_3380064",1,43,96,40,80,1,17,2,108
"chr2_3518674_3519593",0,96,145,106,199,1,41,7,226
"chr2_3558178_3558734",0,67,116,75,171,0,27,8,183
"chr2_3574890_3575512",0,57,113,42,67,0,24,7,89
"chr2_6780566_6781260",2,25,43,41,57,2,18,5,51
"chr2_7007661_7008384",1,72,173,93,181,0,34,13,215
"chr2_7773275_7773817",5,34,43,14,29,0,9,3,52
"chr2_8298673_8299319",1,46,83,36,72,1,10,4,75
"chr2_8534704_8535516",6,61,109,24,74,3,17,7,104
"chr2_8583510_8584231",1,45,88,41,86,0,14,2,114
"chr2_8681684_8682323",2,50,98,58,97,2,24,6,137
"chr2_9423091_9423843",4,69,96,51,93,3,24,7,146
"chr2_9555515_9556261",5,51,85,49,134,3,21,6,133
"chr2_9630801_9631481",2,72,136,66,142,0,31,7,164
"chr2_9843177_9843940",3,39,56,36,60,2,17,5,82
"chr2_10120174_10120886",2,35,68,31,61,0,20,7,84
"chr2_10122389_10122901",3,47,60,26,56,0,12,2,84
"chr2_10302368_10303139",5,42,61,39,74,2,19,3,106
"chr2_10330977_10331535",4,25,57,16,52,0,21,7,89
"chr2_10407820_10408691",8,41,66,29,63,4,13,5,78
"chr2_10448106_10448936",4,55,78,47,90,0,14,3,112
"chr2_10812561_10813136",3,45,62,44,90,0,16,5,91
"chr2_11154990_11155830",0,54,99,60,114,0,25,4,133
"chr2_11743909_11744441",1,23,45,24,41,0,12,1,46
"chr2_11829844_11830673",1,35,93,34,82,0,15,4,102
"chr2_11903986_11904602",1,26,56,22,39,2,10,2,73
"chr2_12057322_12057957",0,18,41,22,45,1,12,2,61
"chr2_12456129_12456735",5,28,67,52,66,3,27,3,93
"chr2_12507205_12507737",2,28,74,37,68,0,11,3,65
"chr2_12587892_12588489",0,22,43,28,36,0,11,3,55
"chr2_12856829_12857469",7,16,50,32,39,3,13,3,56
"chr2_14906904_14907496",4,34,66,47,76,1,19,4,54
"chr2_15115680_15116266",3,22,79,39,73,3,13,8,85
"chr2_15560980_15561578",2,23,45,17,38,0,8,4,60
"chr2_15591512_15592154",2,50,94,60,94,0,24,4,114
"chr2_16625078_16625646",2,20,38,29,47,0,11,7,58
"chr2_16630413_16630953",2,24,54,32,41,1,12,3,72
"chr2_17270852_17271425",4,21,43,25,40,2,14,3,59
"chr2_17753492_17754308",1,36,100,67,105,1,36,5,159
"chr2_18560023_18561044",8,52,124,107,140,2,38,9,168
"chr2_19347579_19348422",4,43,136,85,128,2,28,9,186
"chr2_19474067_19474604",3,23,83,50,66,1,15,4,73
"chr2_19901422_19902200",4,44,137,44,89,4,19,5,115
"chr2_19989503_19990489",7,31,69,15,57,4,13,4,64
"chr2_20051462_20052071",2,70,155,82,141,4,26,7,194
"chr2_20350678_20351318",3,59,129,77,135,0,30,7,172
"chr2_20446765_20447325",2,33,80,59,81,2,15,6,102
"chr2_20650692_20651584",3,46,100,52,93,1,28,7,111
"chr2_20822701_20823330",2,20,57,25,36,3,9,3,48
"chr2_22220918_22221432",5,10,22,20,27,1,9,4,42
"chr2_22276778_22277036",2,9,19,22,30,0,5,2,24
"chr2_22282192_22282713",1,6,17,13,27,0,10,1,21
"chr2_23926308_23927510",6,77,137,71,130,4,36,16,186
"chr2_24047233_24047773",3,50,112,72,147,3,17,7,135
"chr2_24076143_24076761",3,92,134,80,185,0,32,5,193
"chr2_24792810_24793611",2,66,134,92,145,0,37,14,164
"chr2_24971481_24972216",0,78,137,58,137,0,26,16,211
"chr2_25878210_25878930",7,75,111,78,170,1,36,12,226
"chr2_26008749_26009345",0,49,96,30,65,1,12,2,70
"chr2_26033668_26034289",0,72,104,80,140,0,36,12,192
"chr2_26345619_26346305",2,69,137,112,193,2,31,5,208
"chr2_26785599_26786233",3,64,98,56,106,1,19,11,147
"chr2_27081123_27081663",0,53,75,28,67,0,9,5,95
"chr2_27086081_27086916",5,32,63,24,61,4,15,1,90
"chr2_27211818_27212602",10,37,76,34,67,5,14,1,96
"chr2_27356202_27357190",3,62,111,54,85,4,21,7,116
"chr2_27369872_27370760",4,101,130,64,143,1,22,8,251
"chr2_27380509_27381175",1,26,64,28,65,2,13,2,96
"chr2_27409056_27409981",2,40,87,45,85,2,16,10,88
"chr2_27428306_27429401",9,52,100,38,115,3,23,8,140
"chr2_27489494_27490101",7,47,79,31,66,1,13,8,96
"chr2_27582652_27583340",0,30,55,15,49,0,9,3,47
"chr2_27771365_27772033",0,28,49,23,39,0,8,3,58
"chr2_28751310_28752105",6,58,100,80,100,4,16,3,154
"chr2_28894278_28894887",6,42,90,33,68,4,16,6,111
"chr2_30146363_30146946",6,77,115,61,147,1,28,7,190
"chr2_32010544_32011274",4,54,80,55,104,1,22,15,164
"chr2_32063192_32064082",1,76,177,91,177,3,42,15,264
"chr2_32165494_32166106",2,49,52,29,69,1,14,2,91
"chr2_32277591_32278206",0,27,74,27,44,2,17,5,65
"chr2_32356665_32357536",0,61,97,56,128,2,27,4,184
"chr2_32627647_32628313",2,41,81,51,74,0,15,7,109
"chr2_33475615_33476835",12,41,78,31,67,2,18,3,74
"chr2_33598975_33599783",4,59,178,123,199,1,34,10,240
"chr2_35447102_35447676",2,23,66,89,124,3,21,5,117
"chr2_36698924_36699524",6,27,66,43,79,0,14,1,94
"chr2_36966369_36966970",2,69,116,81,129,2,18,6,160
"chr2_37084102_37084741",0,57,90,55,116,2,17,10,118
"chr2_37196212_37197191",1,38,75,28,50,1,16,1,65
"chr2_37231116_37231887",2,48,75,28,59,0,18,2,100
"chr2_37925265_37925797",4,24,47,18,33,0,10,0,56
"chr2_38076195_38077290",2,63,112,48,100,2,22,7,160
"chr2_38096125_38096669",3,19,51,8,41,2,12,5,46
"chr2_38377011_38377694",0,43,87,33,67,1,14,5,120
"chr2_38602635_38603205",0,58,96,48,87,0,14,6,137
"chr2_38750768_38751742",3,85,139,82,144,1,35,15,155
"chr2_38945785_38946284",1,14,38,9,15,2,9,1,22
"chr2_39124049_39124675",0,38,75,37,65,1,15,1,84
"chr2_39436910_39437565",2,37,64,37,69,1,15,6,83
"chr2_39625563_39626096",0,25,45,11,37,0,12,6,46
"chr2_40037202_40037708",0,17,65,27,50,0,12,3,69
"chr2_40431382_40432015",1,32,65,23,42,0,11,3,69
"chr2_42118139_42118726",4,24,75,26,29,1,12,4,50
"chr2_42361022_42361762",0,48,134,71,136,0,43,5,142
"chr2_42752161_42752768",0,36,64,24,48,0,18,4,70
"chr2_42809977_42810661",1,52,91,37,63,1,15,1,135
"chr2_43059346_43059913",4,29,47,16,32,2,9,3,35
"chr2_43130987_43131742",7,85,129,45,117,4,17,4,153
"chr2_43210436_43211015",3,45,86,28,71,0,10,2,84
"chr2_43219557_43220297",0,39,63,15,50,0,10,4,72
"chr2_43226555_43227184",6,47,57,46,87,2,16,2,102
"chr2_43595764_43596327",1,56,96,32,87,1,17,3,103
"chr2_43995752_43996520",1,47,90,31,76,0,20,10,120
"chr2_44167793_44169179",1,133,281,153,321,3,47,17,370
"chr2_44361344_44362379",3,58,113,72,103,0,19,9,124
"chr2_45611028_45611602",0,22,46,27,40,0,8,5,64
"chr2_46616756_46617435",2,67,94,43,82,2,16,2,94
"chr2_46698655_46699337",0,74,115,92,155,0,27,15,155
"chr2_46915770_46916392",0,29,52,35,48,0,15,2,80
"chr2_47016489_47016993",0,27,27,14,21,0,10,0,31
"chr2_47176117_47177096",1,68,122,49,120,2,19,4,129
"chr2_47402673_47403744",11,44,98,45,96,7,12,6,115
"chr2_47521069_47521662",2,32,60,14,44,0,10,4,51
"chr2_47782708_47783610",5,56,90,64,120,1,13,2,129
"chr2_47906146_47907004",3,61,128,79,154,0,25,7,147
"chr2_48314057_48314920",1,93,177,125,248,0,43,14,270
"chr2_48440380_48440952",3,56,103,40,115,0,19,4,139
"chr2_51028664_51029271",0,12,42,61,78,0,17,2,77
"chr2_51510202_51510722",2,11,27,37,54,0,10,4,69
"chr2_52583967_52584523",0,14,30,28,58,0,17,1,68
"chr2_52698223_52698905",1,9,20,38,36,0,12,3,51
"chr2_53767328_53768052",3,36,62,40,60,0,12,5,70
"chr2_53786632_53787263",1,37,67,48,87,0,22,5,100
"chr2_54115212_54116171",2,45,118,44,82,3,21,1,113
"chr2_54330388_54331023",1,25,64,30,59,2,11,1,73
"chr2_54723141_54723817",0,90,158,105,203,1,32,7,238
"chr2_55050187_55050930",3,87,199,115,253,1,44,11,241
"chr2_55232094_55232868",2,42,106,28,91,2,19,6,102
"chr2_55268969_55269516",1,30,71,31,74,0,13,4,66
"chr2_55282091_55282746",1,29,57,26,77,0,13,3,89
"chr2_55419692_55420321",2,45,98,68,116,0,25,2,99
"chr2_55519234_55519870",2,55,123,76,118,1,43,13,158
"chr2_55617400_55618128",3,85,178,115,209,1,34,17,237
"chr2_55693549_55694154",0,39,102,62,128,0,28,4,137
"chr2_57396224_57396877",0,18,56,31,63,0,13,2,65
"chr2_57549515_57550201",0,16,40,41,63,0,10,2,72
"chr2_57598461_57598970",2,5,30,21,35,1,10,3,36
"chr2_57759758_57760289",2,11,31,32,31,2,10,1,55
"chr2_58046378_58047489",3,101,222,142,296,2,65,13,308
"chr2_58107776_58108316",2,22,76,32,43,1,16,2,41
"chr2_58240748_58241628",0,35,61,37,68,0,16,5,81
"chr2_60439335_60439921",2,31,72,49,79,0,19,4,91
"chr2_60880846_60882053",8,61,100,37,107,3,27,5,96
"chr2_61016990_61017917",1,37,80,25,63,3,18,8,71
"chr2_61065435_61066107",0,36,62,24,55,0,9,3,66
"chr2_61144719_61145257",0,34,54,35,57,0,8,4,83
"chr2_61176806_61177482",3,32,63,27,54,0,13,4,107
"chr2_61470891_61471496",5,45,56,28,69,0,11,1,74
"chr2_61538216_61538889",1,111,169,131,195,0,47,15,206
"chr2_61694436_61695135",1,31,57,19,64,1,16,4,98
"chr2_61764026_61764672",2,62,112,47,114,3,29,4,153
"chr2_61853594_61854876",4,55,118,42,89,2,17,4,127
"chr2_61888471_61888989",2,28,50,24,38,0,8,5,56
"chr2_62505714_62506336",3,22,45,16,40,1,13,3,76
"chr2_62705152_62705828",6,99,147,75,205,0,45,14,236
"chr2_63588149_63589130",6,75,159,70,129,1,42,4,176
"chr2_63840398_63841120",5,44,72,36,90,0,11,3,79
"chr2_64143995_64144815",0,60,69,36,70,1,18,3,103
"chr2_64523863_64524560",3,58,115,51,127,3,11,3,132
"chr2_64750798_64751658",11,134,202,135,294,23,41,18,382
"chr2_64989041_64989610",2,34,73,26,55,1,13,3,77
"chr2_65056010_65056608",3,57,107,48,123,2,15,4,135
"chr2_65064680_65065519",7,45,56,32,35,2,18,7,78
"chr2_65129887_65130684",7,73,102,64,132,2,24,6,192
